SOLD TO PARTY,SALES ORG,TYPE,VEH/KIT,PERIOD,BV,REGION,CURRENCY,Dispatch Plant,SHIP TO PARTY,TotalQty,GLCODE,YNDP,Per Unit 
13171,ZDOM,CKD,VEH,2024-04,BK24,WB,INR,WA10,D13171,12,510101,5314020,442835
13218,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,13218,4,510101,1771340,442835
13171,ZDOM,CKD,VEH,2024-04,BK24,WB,INR,WA10,D13171,-6,510101,-2657010,442835
13026,ZDOM,CKD,VEH,2024-04,BK24,OR,INR,WA10,A13026,3,510101,1328505,442835
12527,ZDOM,CKD,VEH,2024-04,BK24,HR,INR,WA10,12527,6,510101,2657010,442835
11777,ZDOM,CKD,VEH,2024-04,BK24,MP,INR,WA10,11777,1,510101,442835,442835
11071,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,11071,5,510101,2214175,442835
12909,ZDOM,CKD,VEH,2024-04,BK24,TG,INR,WA10,12909,6,510101,2657010,442835
11407,ZDOM,CKD,VEH,2024-04,BK24,BH,INR,WA10,11407,3,510101,1328505,442835
11979,ZDOM,CKD,VEH,2024-04,BK24,KER,INR,WA10,11979,1,510101,442835,442835
12848,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,T12848,9,510101,4242690,471410
12959,ZDOM,CKD,VEH,2024-04,BK24,BH,INR,WA10,12959,1,510101,442835,442835
11221,ZDOM,CKD,VEH,2024-04,BK24,UP,INR,WA10,11221,18,510101,7971030,442835
12019,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,12019,2,510101,885670,442835
12004,ZDOM,CKD,VEH,2024-04,BK24,JK,INR,WA10,12004,1,510101,442835,442835
12321,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,A12321,2,510101,942820,471410
12893,ZDOM,CKD,VEH,2024-04,BK24,DEL,INR,WA10,12893,13,510101,5756855,442835
10966,ZDOM,CKD,VEH,2024-04,BK24,UP,INR,WA10,10966,4,510101,1771340,442835
13598,ZDOM,CKD,VEH,2024-04,BK24,BH,INR,WA10,13598,3,510101,1328505,442835
12843,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,12843,2,510101,942820,471410
10924,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,A10924,2,510101,942820,471410
12312,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,12312,5,510101,2357050,471410
11363,ZDOM,CKD,VEH,2024-04,BK24,BH,INR,WA10,11363,3,510101,1328505,442835
13180,ZDOM,CKD,VEH,2024-04,BK24,OR,INR,WA10,13180,4,510101,1771340,442835
11256,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,11256,4,510101,1771340,442835
11568,ZDOM,CKD,VEH,2024-04,BK24,MP,INR,WA10,11568,2,510101,885670,442835
12137,ZDOM,CKD,VEH,2024-04,BK24,KER,INR,WA10,12137,2,510101,885670,442835
13570,ZDOM,CKD,VEH,2024-04,BK24,UP,INR,WA10,13570,9,510101,3985515,442835
10972,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,10972,2,510101,885670,442835
12845,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,12845,3,510101,1414230,471410
13180,ZDOM,CKD,VEH,2024-04,BK23,OR,INR,WA10,13180,2,510101,790290,395145
13171,ZDOM,CKD,VEH,2024-04,BK23,WB,INR,WA10,D13171,6,510101,2370870,395145
12865,ZDOM,CKD,VEH,2024-04,BK23,KAR,INR,WA10,A12865,4,510101,1580580,395145
13171,ZDOM,CKD,VEH,2024-04,BK23,WB,INR,WA10,D13171,-3,510101,-1185435,395145
13026,ZDOM,CKD,VEH,2024-04,BK23,OR,INR,WA10,13026,2,510101,790290,395145
11996,ZDOM,CKD,VEH,2024-04,BK23,GJ,INR,WA10,11996,1,510101,395145,395145
11346,ZDOM,CKD,VEH,2024-04,BK23,MAH,INR,WA10,11346,1,510101,423720,423720
13026,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,A13026,10,510101,2083150,208315
11441,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11441,60,510101,12498900,208315
12716,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,12716,7,510101,1458205,208315
12992,ZDOM,CKD,VEH,2024-04,BB21,KER,INR,WA10,A12992,10,510101,2083150,208315
12481,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,12481,6,510101,1249890,208315
12889,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,12889,3,510101,624945,208315
11861,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,11861,12,510101,2499780,208315
13180,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,13180,52,510101,10832380,208315
12969,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,12969,13,510101,2708095,208315
11710,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,11710,8,510101,1666520,208315
12969,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,A12969,4,510101,833260,208315
11762,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,B11762,3,510101,624945,208315
12865,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,A12865,3,510101,624945,208315
11568,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,B11568,9,510101,1874835,208315
12491,ZDOM,CKD,VEH,2024-04,BB21,KER,INR,WA10,12491,8,510101,1666520,208315
12101,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,12101,23,510101,4791245,208315
13096,ZDOM,CKD,VEH,2024-04,BB21,UT,INR,WA10,13096,3,510101,624945,208315
11927,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11927,16,510101,3333040,208315
11634,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11634,43,510101,8957545,208315
12471,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,12471,24,510101,4999560,208315
11789,ZDOM,CKD,VEH,2024-04,BB21,GJ,INR,WA10,11789,16,510101,3333040,208315
12679,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,12679,36,510101,7499340,208315
11566,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11566,33,510101,6874395,208315
10906,ZDOM,CKD,VEH,2024-04,BB21,KER,INR,WA10,A10906,2,510101,416630,208315
10851,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,10851,10,510101,2083150,208315
13025,ZDOM,CKD,VEH,2024-04,BB21,AS,INR,ZZ01,13025,2,510101,416630,208315
12637,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,12637,4,510101,833260,208315
11762,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11762,16,510101,3333040,208315
11901,ZDOM,CKD,VEH,2024-04,BB21,HR,INR,WA10,11901,2,510101,416630,208315
11889,ZDOM,CKD,VEH,2024-04,BB21,AS,INR,ZZ01,11889,8,510101,1666520,208315
11238,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,S11238,4,510101,833260,208315
11961,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11961,16,510101,3333040,208315
13116,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,13116,10,510101,2083150,208315
11986,ZDOM,CKD,VEH,2024-04,BB21,MN,INR,WA10,11986,8,510101,1666520,208315
11777,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11777,1,510101,208315,208315
12006,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,12006,25,510101,5207875,208315
11238,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,11238,19,510101,3957985,208315
11186,ZDOM,CKD,VEH,2024-04,BB21,NG,INR,ZZ01,11186,8,510101,1666520,208315
12026,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,12026,15,510101,3124725,208315
11557,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11557,4,510101,833260,208315
11568,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11568,11,510101,2291465,208315
13026,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,13026,1,510101,208315,208315
11796,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,11796,5,510101,1041575,208315
12561,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,12561,2,510101,416630,208315
11546,ZDOM,CKD,VEH,2024-04,BB21,UP,INR,WA10,11546,8,510101,1666520,208315
12679,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,12679,-8,510101,-1666520,208315
12717,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,12717,4,510101,833260,208315
11748,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,11748,4,510101,833260,208315
12079,ZDOM,CKD,VEH,2024-04,BB21,AS,INR,ZZ01,C12079,2,510101,416630,208315
12079,ZDOM,CKD,VEH,2024-04,BB21,AS,INR,ZZ01,12079,2,510101,416630,208315
10885,ZDOM,CKD,VEH,2024-04,BB21,GJ,INR,WA10,10885,2,510101,416630,208315
13066,ZDOM,CKD,VEH,2024-04,BB21,CH,INR,WA10,13066,8,510101,1666520,208315
11641,ZDOM,CKD,VEH,2024-04,BB21,CH,INR,WA10,11641,18,510101,3749670,208315
11737,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,A11737,3,510101,624945,208315
13551,ZDOM,CKD,VEH,2024-04,BB21,AS,INR,ZZ01,13551,8,510101,1666520,208315
12069,ZDOM,CKD,VEH,2024-04,BB21,RJ,INR,WA10,12069,10,510101,2083150,208315
13509,ZDOM,CKD,VEH,2024-04,BB21,HR,INR,WA10,13509,6,510101,1249890,208315
12262,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,12262,3,510101,624945,208315
11737,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11737,1,510101,208315,208315
13033,ZDOM,CKD,VEH,2024-04,BB21,CH,INR,WA10,13033,10,510101,2083150,208315
12581,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,12581,4,510101,833260,208315
11236,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,11236,8,510101,1666520,208315
11906,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11906,14,510101,2916410,208315
11617,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,11617,17,510101,3541355,208315
11091,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,11091,3,510101,624945,208315
12777,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,12777,6,510101,1249890,208315
12716,ZDOM,CKD,VEH,2024-04,BB21,OR,INR,WA10,A12716,8,510101,1666520,208315
13526,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,13526,13,510101,2708095,208315
10813,ZDOM,CKD,VEH,2024-04,BB21,KAR,INR,WA10,A10813,8,510101,1666520,208315
11829,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11829,20,510101,4166300,208315
11653,ZDOM,CKD,VEH,2024-04,BB21,MP,INR,WA10,11653,2,510101,416630,208315
12137,ZDOM,CKD,VEH,2024-04,BB21,KER,INR,WA10,12137,2,510101,416630,208315
13038,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,13038,5,510101,1012250,202450
11091,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11091,11,510101,2265450,205950
13219,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,13219,3,510101,607350,202450
12879,ZDOM,CKD,VEH,2024-04,AL36,TN,INR,WA10,12879,18,510101,3707100,205950
11140,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,11140,2,510101,411900,205950
12889,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,12889,5,510101,1029750,205950
11236,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11236,6,510101,1235700,205950
12312,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12312,3,510101,609090,203030
11566,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11566,5,510101,1029750,205950
11949,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,11949,5,510101,1015150,203030
10978,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,10978,2,510101,406060,203030
12017,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12017,4,510101,812120,203030
12596,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12596,16,510101,3248480,203030
12664,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12664,5,510101,1015150,203030
12481,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,A12481,3,510101,617850,205950
12865,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,A12865,10,510101,2059500,205950
10929,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,10929,12,510101,2429400,202450
11557,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11557,8,510101,1647600,205950
13026,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,A13026,3,510101,617850,205950
12137,ZDOM,CKD,VEH,2024-04,AL36,KER,INR,WA10,12137,6,510101,1235700,205950
11221,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,A11221,2,510101,411900,205950
10877,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,A10877,67,510101,13798650,205950
11899,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,11899,1,510101,203030,203030
13696,ZDOM,CKD,VEH,2024-04,AL36,TN,INR,WA10,13696,2,510101,411900,205950
13405,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,13405,5,510101,1029750,205950
11921,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,11921,23,510101,4656350,202450
10794,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,10794,40,510101,8238000,205950
11071,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,11071,18,510101,3644100,202450
12909,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,12909,54,510101,11121300,205950
11936,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,11936,18,510101,3707100,205950
11737,ZDOM,CKD,VEH,2024-04,AL36,MP,INR,WA10,11737,2,510101,411900,205950
11710,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11710,6,510101,1235700,205950
10744,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,10744,19,510101,3913050,205950
11260,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,11260,2,510101,411900,205950
10924,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,A10924,1,510101,203030,203030
10991,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,A10991,6,510101,1235700,205950
13175,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,13175,1,510101,203030,203030
13220,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,13220,17,510101,3441650,202450
12748,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,12748,8,510101,1647600,205950
11201,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,11201,11,510101,2265450,205950
12006,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12006,24,510101,4942800,205950
10813,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,A10813,4,510101,823800,205950
13218,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,13218,19,510101,3846550,202450
12531,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,12531,15,510101,3089250,205950
12334,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,12334,9,510101,1853550,205950
11861,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11861,2,510101,411900,205950
12008,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12008,6,510101,1235700,205950
12019,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,12019,9,510101,1822050,202450
11642,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,11642,5,510101,1015150,203030
13180,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,13180,4,510101,823800,205950
10972,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,10972,9,510101,1822050,202450
11641,ZDOM,CKD,VEH,2024-04,AL36,CH,INR,WA10,11641,2,510101,411900,205950
12561,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12561,1,510101,205950,205950
12823,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12823,2,510101,406060,203030
11762,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11762,5,510101,1029750,205950
11847,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,11847,15,510101,3036750,202450
11256,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,A11256,9,510101,1822050,202450
12637,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,A12637,6,510101,1235700,205950
13598,ZDOM,CKD,VEH,2024-04,AL36,BH,INR,WA10,13598,1,510101,205950,205950
12833,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12833,6,510101,1235700,205950
12043,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12043,2,510101,406060,203030
10991,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,B10991,5,510101,1029750,205950
10813,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,10813,6,510101,1235700,205950
12569,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,12569,15,510101,3089250,205950
13171,ZDOM,CKD,VEH,2024-04,AL36,WB,INR,WA10,C13171,1,510101,205950,205950
11441,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11441,4,510101,823800,205950
10991,ZDOM,CKD,VEH,2024-04,AL36,TG,INR,WA10,10991,5,510101,1029750,205950
11978,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11978,8,510101,1647600,205950
12755,ZDOM,CKD,VEH,2024-04,AL36,KER,INR,WA10,A12755,6,510101,1235700,205950
12314,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,12314,2,510101,404900,202450
12139,ZDOM,CKD,VEH,2024-04,AL36,TN,INR,WA10,12139,10,510101,2059500,205950
12321,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12321,1,510101,203030,203030
11980,ZDOM,CKD,VEH,2024-04,AL36,KER,INR,WA10,11980,4,510101,823800,205950
12679,ZDOM,CKD,VEH,2024-04,AL36,MP,INR,WA10,12679,-2,510101,-411900,205950
12637,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12637,1,510101,205950,205950
11797,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,11797,1,510101,203030,203030
11653,ZDOM,CKD,VEH,2024-04,AL36,MP,INR,WA10,11653,1,510101,205950,205950
13069,ZDOM,CKD,VEH,2024-04,AL36,WB,INR,WA10,13069,1,510101,205950,205950
12679,ZDOM,CKD,VEH,2024-04,AL36,MP,INR,WA10,12679,4,510101,823800,205950
12481,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12481,9,510101,1853550,205950
12581,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,12581,6,510101,1235700,205950
11903,ZDOM,CKD,VEH,2024-04,AL36,AP,INR,WA10,11903,9,510101,1822050,202450
12969,ZDOM,CKD,VEH,2024-04,AL36,UP,INR,WA10,12969,1,510101,205950,205950
11738,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,11738,2,510101,406060,203030
12547,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12547,3,510101,609090,203030
11777,ZDOM,CKD,VEH,2024-04,AL36,MP,INR,WA10,11777,1,510101,205950,205950
12992,ZDOM,CKD,VEH,2024-04,AL36,KER,INR,WA10,A12992,2,510101,411900,205950
11617,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11617,2,510101,411900,205950
11634,ZDOM,CKD,VEH,2024-04,AL36,OR,INR,WA10,11634,2,510101,411900,205950
12818,ZDOM,CKD,VEH,2024-04,AL36,MAH,INR,WA10,12818,1,510101,203030,203030
11796,ZDOM,CKD,VEH,2024-04,AL36,KAR,INR,WA10,11796,5,510101,1029750,205950
10885,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,10885,347,510101,64918495,187085
13001,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,A13001,28,510101,5238380,187085
10966,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,B10966,15,510101,2806275,187085
10904,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,A10904,92,510101,17211820,187085
13403,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,A13403,16,510101,2993360,187085
10885,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,A10885,112,510101,20953520,187085
13157,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,13157,15,510101,2806275,187085
10906,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,A10906,30,510101,5612550,187085
13198,ZDOM,CKD,VEH,2024-04,AZ18,PB,INR,WA10,A13198,20,510101,3741700,187085
11789,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,11789,134,510101,25069390,187085
13000,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,13000,-5,510101,-935425,187085
13190,ZDOM,CKD,VEH,2024-04,AZ18,PB,INR,WA10,13190,25,510101,4677125,187085
12841,ZDOM,CKD,VEH,2024-04,AZ18,CD,INR,WA10,12841,33,510101,6173805,187085
13219,ZDOM,CKD,VEH,2024-04,AZ18,AP,INR,WA10,13219,24,510101,4490040,187085
11555,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,A11555,11,510101,2057935,187085
11140,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,C11140,16,510101,2993360,187085
11582,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11582,15,510101,2806275,187085
11827,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,11827,14,510101,2619190,187085
11848,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11848,7,510101,1309595,187085
13457,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,13457,30,510101,5612550,187085
12961,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,12961,24,510101,4490040,187085
10972,ZDOM,CKD,VEH,2024-04,AZ18,AP,INR,WA10,10972,22,510101,4115870,187085
11140,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,B11140,16,510101,2993360,187085
11140,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,11140,32,510101,5986720,187085
12940,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,12940,12,510101,2245020,187085
11519,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,11519,44,510101,8231740,187085
13069,ZDOM,CKD,VEH,2024-04,AZ18,WB,INR,WA10,13069,3,510101,561255,187085
12969,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,12969,16,510101,2993360,187085
12092,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,12092,8,510101,1496680,187085
11926,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,11926,24,510101,4490040,187085
11091,ZDOM,CKD,VEH,2024-04,AZ18,KAR,INR,WA10,11091,29,510101,5425465,187085
12702,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,12702,40,510101,7483400,187085
11672,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,11672,2,510101,374170,187085
12912,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,12912,20,510101,3741700,187085
13403,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,B13403,8,510101,1496680,187085
13570,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,A13570,22,510101,4115870,187085
13570,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,D13570,18,510101,3367530,187085
12186,ZDOM,CKD,VEH,2024-04,AZ18,RJ,INR,WA10,12186,8,510101,1496680,187085
12182,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,12182,40,510101,7483400,187085
13643,ZDOM,CKD,VEH,2024-04,AZ18,GJ,INR,WA10,13643,24,510101,4490040,187085
11407,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11407,10,510101,1870850,187085
12555,ZDOM,CKD,VEH,2024-04,AZ18,AP,INR,WA10,A12555,13,510101,2432105,187085
11979,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,11979,4,510101,748340,187085
10955,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,10955,2,510101,374170,187085
12755,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,A12755,18,510101,3367530,187085
11710,ZDOM,CKD,VEH,2024-04,AZ18,KAR,INR,WA10,11710,1,510101,187085,187085
12773,ZDOM,CKD,VEH,2024-04,AZ18,MP,INR,WA10,12773,97,510101,18147245,187085
11705,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11705,7,510101,1309595,187085
12022,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,12022,40,510101,7483400,187085
11238,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,S11238,5,510101,935425,187085
13130,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,13130,8,510101,1496680,187085
11927,ZDOM,CKD,VEH,2024-04,AZ18,OR,INR,WA10,11927,3,510101,561255,187085
12019,ZDOM,CKD,VEH,2024-04,AZ18,AP,INR,WA10,12019,21,510101,3928785,187085
12137,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,12137,18,510101,3367530,187085
13180,ZDOM,CKD,VEH,2024-04,AZ18,OR,INR,WA10,13180,32,510101,5986720,187085
11936,ZDOM,CKD,VEH,2024-04,AZ18,TG,INR,WA10,11936,6,510101,1122510,187085
11980,ZDOM,CKD,VEH,2024-04,AZ18,KER,INR,WA10,11980,21,510101,3928785,187085
13597,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,13597,36,510101,6735060,187085
12261,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,12261,11,510101,2057935,187085
13137,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,13137,13,510101,2432105,187085
11689,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11689,6,510101,1122510,187085
12756,ZDOM,CKD,VEH,2024-04,AZ18,PB,INR,WA10,12756,30,510101,5612550,187085
13000,ZDOM,CKD,VEH,2024-04,AZ18,HR,INR,WA10,13000,18,510101,3367530,187085
11737,ZDOM,CKD,VEH,2024-04,AZ18,MP,INR,WA10,11737,47,510101,8792995,187085
11238,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,11238,6,510101,1122510,187085
13065,ZDOM,CKD,VEH,2024-04,AZ18,RJ,INR,WA10,13065,6,510101,1122510,187085
13097,ZDOM,CKD,VEH,2024-04,AZ18,UP,INR,WA10,13097,8,510101,1496680,187085
11778,ZDOM,CKD,VEH,2024-04,AZ18,RJ,INR,WA10,11778,108,510101,20205180,187085
11603,ZDOM,CKD,VEH,2024-04,AZ18,BH,INR,WA10,11603,4,510101,748340,187085
11777,ZDOM,CKD,VEH,2024-04,AZ18,MP,INR,WA10,11777,10,510101,1870850,187085
