SOLD TO PARTY,SALES ORG,TYPE,VEH/KIT,PERIOD,BV,REGION,CURRENCY,Dispatch Plant,SHIP TO PARTY,TotalQty,GLCODE,YNDP,Per Unit 
10206,ZDOM,CKD,VEH,2024-04,JF35,PB,INR,PT01,10206,1,510101,75860,75860
10740,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,CH01,10740,4,510101,300680,75170
10632,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,10632,1,510101,74225,74225
10076,ZDOM,CKD,VEH,2024-04,JF35,AS,INR,PT01,10076,8,510101,604600,75575
11465,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,11465,2,510101,150060,75030
10519,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,PT01,10519,3,510101,222105,74035
10881,ZDOM,CKD,VEH,2024-04,JF35,OR,INR,CH01,10881,2,510101,151160,75580
12083,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,12083,1,510101,123710,123710
13018,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,ZZ01,13018,1,510101,124315,124315
10167,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,10167,1,510101,124210,124210
13052,ZDOM,CKD,VEH,2024-04,DT19,AP,INR,CH01,13052,1,510101,124210,124210
12983,ZDOM,CKD,VEH,2024-04,DT19,DEL,INR,PT01,12983,3,510101,367230,122410
11261,ZDOM,CKD,VEH,2024-04,DT19,TG,INR,CH01,11261,1,510101,124610,124610
10285,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,PT01,10285,2,510101,249220,124610
10225,ZDOM,CKD,VEH,2024-04,DT19,JK,INR,CH01,10225,1,510101,123710,123710
13563,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,13563,3,510101,372945,124315
10382,ZDOM,CKD,VEH,2024-04,DT19,TG,INR,CH01,10382,3,510101,373830,124610
10066,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,10066,7,510101,870205,124315
13251,ZDOM,CKD,VEH,2024-04,DT19,TG,INR,CH01,13251,2,510101,249220,124610
10653,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,CH01,10653,7,510101,872270,124610
13068,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,13068,1,510101,123710,123710
11881,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,A11881,1,510101,123710,123710
10633,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,CH01,10633,1,510101,124210,124210
13498,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,13498,3,510101,372945,124315
13105,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,13105,2,510101,247420,123710
10812,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,10812,6,510101,745890,124315
13511,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,A13511,2,510101,247420,123710
10449,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,PT01,10449,2,510101,249220,124610
12752,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,A12752,1,510101,124610,124610
12967,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,12967,1,510101,123710,123710
10654,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,PT01,10654,1,510101,124610,124610
12721,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,12721,1,510101,123710,123710
10632,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,10632,2,510101,249220,124610
11807,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,11807,4,510101,494840,123710
10810,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,PT01,10810,3,510101,371130,123710
11499,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,11499,1,510101,124315,124315
13343,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,13343,1,510101,123710,123710
12826,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,CH01,12826,1,510101,124610,124610
11480,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,11480,1,510101,124610,124610
11997,ZDOM,CKD,VEH,2024-04,DT19,PB,INR,PT01,A11997,1,510101,124210,124210
11491,ZDOM,CKD,VEH,2024-04,DT19,KER,INR,CH01,11491,3,510101,374445,124815
11857,ZDOM,CKD,VEH,2024-04,DT19,KAR,INR,CH01,11857,1,510101,124610,124610
10928,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,10928,1,510101,123710,123710
10344,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,CH01,10344,1,510101,124210,124210
10335,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,10335,5,510101,618550,123710
12871,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,PT01,12871,1,510101,124210,124210
13790,ZDOM,CKD,VEH,2024-04,DT19,JK,INR,PT01,13790,3,510101,371130,123710
11486,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,CH01,11486,6,510101,747660,124610
11132,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,11132,2,510101,247420,123710
11517,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,11517,5,510101,621575,124315
12723,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,12723,2,510101,247420,123710
10000,ZDOM,CKD,VEH,2024-04,DT19,GJ,INR,CH01,10000,1,510101,124610,124610
11865,ZDOM,CKD,VEH,2024-04,DT19,AP,INR,CH01,11865,1,510101,124210,124210
10452,ZDOM,CKD,VEH,2024-04,DT19,TG,INR,CH01,10452,1,510101,124610,124610
10519,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,10519,2,510101,247420,123710
11486,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,PT01,11486,2,510101,249220,124610
10456,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,CH01,10456,1,510101,124210,124210
12749,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,12749,1,510101,124210,124210
11508,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,11508,1,510101,123710,123710
11957,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,11957,1,510101,123710,123710
13210,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,13210,1,510101,124610,124610
13693,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,13693,1,510101,124210,124210
12715,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,12715,1,510101,124315,124315
10745,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,10745,2,510101,248420,124210
12644,ZDOM,CKD,VEH,2024-04,DT19,TR,INR,CH01,12644,13,510101,1608230,123710
13048,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,13048,1,510101,123710,123710
10427,ZDOM,CKD,VEH,2024-04,DT19,GJ,INR,CH01,10427,1,510101,124610,124610
12788,ZDOM,CKD,VEH,2024-04,DT19,TR,INR,ZZ01,12788,1,510101,123710,123710
10194,ZDOM,CKD,VEH,2024-04,DT19,CH,INR,CH01,10194,1,510101,124210,124210
10017,ZDOM,CKD,VEH,2024-04,DT19,GJ,INR,CH01,10017,1,510101,124610,124610
12867,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,ZZ01,12867,4,510101,497260,124315
12964,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,ZZ01,12964,2,510101,248630,124315
13063,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,CH01,13063,1,510101,124210,124210
13312,ZDOM,CKD,VEH,2024-04,DT19,KAR,INR,CH01,13312,1,510101,124610,124610
11021,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,11021,3,510101,372945,124315
13067,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,13067,2,510101,247420,123710
10675,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,10675,1,510101,124315,124315
13225,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,PT01,13225,1,510101,123710,123710
11578,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,11578,1,510101,123710,123710
12675,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,PT01,12675,3,510101,371130,123710
13036,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,13036,2,510101,247420,123710
11543,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,11543,2,510101,249220,124610
10210,ZDOM,CKD,VEH,2024-04,DT19,UT,INR,CH01,A10210,1,510101,124210,124210
10057,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,10057,1,510101,124210,124210
13264,ZDOM,CKD,VEH,2024-04,DT19,MP,INR,CH01,13264,2,510101,249220,124610
13398,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,A13398,4,510101,494840,123710
12226,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,12226,1,510101,124315,124315
13599,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,13599,3,510101,371130,123710
12711,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,12711,3,510101,372945,124315
11781,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,11781,2,510101,248630,124315
11562,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,11562,1,510101,124210,124210
12829,ZDOM,CKD,VEH,2024-04,DT19,KAR,INR,CH01,12829,2,510101,249220,124610
12782,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,PT01,12782,2,510101,248630,124315
13184,ZDOM,CKD,VEH,2024-04,DT19,PB,INR,CH01,13184,1,510101,124210,124210
10173,ZDOM,CKD,VEH,2024-04,DT19,KAR,INR,CH01,10173,1,510101,124610,124610
10740,ZDOM,CKD,VEH,2024-04,DT19,RJ,INR,CH01,10740,6,510101,751290,125215
10473,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,A10473,3,510101,368130,122710
13225,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,13225,1,510101,123710,123710
10665,ZDOM,CKD,VEH,2024-04,DT19,KAR,INR,CH01,10665,1,510101,124610,124610
11417,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,11417,1,510101,123710,123710
10584,ZDOM,CKD,VEH,2024-04,DT19,CH,INR,CH01,10584,1,510101,124210,124210
11517,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,ZZ01,11517,3,510101,372945,124315
12782,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,12782,2,510101,248630,124315
12958,ZDOM,CKD,VEH,2024-04,DT19,CH,INR,CH01,12958,1,510101,124210,124210
13263,ZDOM,CKD,VEH,2024-04,DT19,DEL,INR,CH01,13263,1,510101,122410,122410
12854,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,12854,3,510101,371130,123710
13135,ZDOM,CKD,VEH,2024-04,DT19,UT,INR,PT01,13135,1,510101,124210,124210
12081,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,12081,2,510101,247420,123710
12237,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,PT01,12237,3,510101,372945,124315
13208,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,13208,1,510101,124315,124315
13727,ZDOM,CKD,VEH,2024-04,DT19,UP,INR,PT01,13727,1,510101,124210,124210
12121,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,CH01,12121,1,510101,123710,123710
10769,ZDOM,CKD,VEH,2024-04,DT19,BH,INR,CH01,10769,2,510101,247420,123710
10264,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,10264,1,510101,123710,123710
10125,ZDOM,CKD,VEH,2024-04,DT19,MG,INR,ZZ01,10125,2,510101,247420,123710
10902,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,D10902,1,510101,124610,124610
10388,ZDOM,CKD,VEH,2024-04,DT19,RJ,INR,CH01,10388,1,510101,125215,125215
11443,ZDOM,CKD,VEH,2024-04,DT19,WB,INR,PT01,11443,2,510101,247420,123710
12891,ZDOM,CKD,VEH,2024-04,DT19,TR,INR,ZZ01,12891,2,510101,247420,123710
10280,ZDOM,CKD,VEH,2024-04,DT19,JK,INR,CH01,C10280,2,510101,247420,123710
12955,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,12955,4,510101,497260,124315
10310,ZDOM,CKD,VEH,2024-04,DT19,AS,INR,CH01,10310,3,510101,372945,124315
13055,ZDOM,CKD,VEH,2024-04,DT19,HR,INR,CH01,13055,1,510101,123015,123015
11640,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,11640,1,510101,124315,124315
10206,ZDOM,CKD,VEH,2024-04,DT19,PB,INR,CH01,10206,2,510101,248420,124210
12802,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,12802,1,510101,124210,124210
12927,ZDOM,CKD,VEH,2024-04,DT19,JH,INR,CH01,12927,1,510101,123710,123710
10881,ZDOM,CKD,VEH,2024-04,DT19,OR,INR,CH01,10881,2,510101,248630,124315
12953,ZDOM,CKD,VEH,2024-04,DT19,CH,INR,CH01,12953,1,510101,124210,124210
12453,ZDOM,CKD,VEH,2024-04,DT19,TN,INR,CH01,12453,1,510101,124210,124210
10432,ZDOM,CKD,VEH,2024-04,DT19,MAH,INR,CH01,10432,1,510101,124610,124610
10185,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10185,3,510101,223845,74615
12721,ZDOM,CKD,VEH,2024-04,JF35,JH,INR,PT01,12721,7,510101,518525,74075
10963,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,A10963,7,510101,518525,74075
11807,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,CH01,11807,1,510101,74035,74035
10361,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10361,6,510101,444450,74075
10000,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,CH01,10000,2,510101,150060,75030
10377,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,10377,10,510101,758150,75815
11132,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,PT01,11132,4,510101,296140,74035
12696,ZDOM,CKD,VEH,2024-04,JF35,JH,INR,PT01,12696,8,510101,592600,74075
11478,ZDOM,CKD,VEH,2024-04,JF35,TG,INR,CH01,11478,4,510101,303100,75775
12666,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12666,2,510101,148150,74075
13515,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,13515,11,510101,803275,73025
11046,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,11046,21,510101,1605345,76445
10223,ZDOM,CKD,VEH,2024-04,JF35,TG,INR,CH01,10223,4,510101,303100,75775
10335,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,CH01,10335,6,510101,444210,74035
10331,ZDOM,CKD,VEH,2024-04,JF35,HP,INR,PT01,10331,5,510101,378825,75765
10692,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,10692,4,510101,300120,75030
12724,ZDOM,CKD,VEH,2024-04,JF35,BH,INR,CH01,12724,4,510101,296300,74075
11514,ZDOM,CKD,VEH,2024-04,JF35,AP,INR,CH01,11514,12,510101,909300,75775
12829,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,12829,47,510101,3592915,76445
13106,ZDOM,CKD,VEH,2024-04,JF35,DEL,INR,PT01,13106,5,510101,359775,71955
11486,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,11486,4,510101,298460,74615
11809,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11809,4,510101,296300,74075
11856,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,11856,1,510101,77690,77690
11332,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,CH01,11332,4,510101,300120,75030
12626,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,12626,4,510101,292100,73025
12827,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12827,2,510101,148150,74075
12826,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12826,10,510101,746150,74615
11004,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,11004,12,510101,900360,75030
11457,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11457,10,510101,740750,74075
10432,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,10432,5,510101,371125,74225
11446,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,11446,11,510101,833965,75815
13036,ZDOM,CKD,VEH,2024-04,JF35,JH,INR,PT01,13036,4,510101,296300,74075
12956,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12956,4,510101,296300,74075
10285,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10285,15,510101,1119225,74615
11721,ZDOM,CKD,VEH,2024-04,JF35,PB,INR,PT01,11721,2,510101,151720,75860
11445,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,A11445,4,510101,296300,74075
11417,ZDOM,CKD,VEH,2024-04,JF35,BH,INR,PT01,11417,8,510101,592600,74075
10902,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,D10902,14,510101,1039150,74225
11366,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11366,6,510101,444450,74075
10449,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10449,2,510101,149230,74615
12548,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,12548,5,510101,371125,74225
12897,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12897,1,510101,74075,74075
12681,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12681,6,510101,444450,74075
10632,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,10632,6,510101,445350,74225
12171,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12171,4,510101,296300,74075
11857,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,11857,19,510101,1452455,76445
11460,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11460,12,510101,888900,74075
11151,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,11151,4,510101,300120,75030
13263,ZDOM,CKD,VEH,2024-04,JF35,DEL,INR,PT01,13263,4,510101,287820,71955
10501,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10501,6,510101,444450,74075
13226,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,A13226,3,510101,233070,77690
10322,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10322,4,510101,296300,74075
11914,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,11914,4,510101,305780,76445
12881,ZDOM,CKD,VEH,2024-04,JF35,BH,INR,CH01,12881,2,510101,148150,74075
11447,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11447,6,510101,444450,74075
13366,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,13366,16,510101,1223120,76445
10420,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,PT01,10420,4,510101,296140,74035
13512,ZDOM,CKD,VEH,2024-04,JF35,WB,INR,CH01,13512,3,510101,222105,74035
10456,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10456,4,510101,296300,74075
10310,ZDOM,CKD,VEH,2024-04,JF35,AS,INR,PT01,10310,4,510101,302300,75575
13223,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,A13223,25,510101,1825625,73025
12911,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12911,2,510101,148150,74075
13049,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13049,6,510101,444450,74075
11963,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11963,2,510101,148150,74075
10590,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,10590,18,510101,1364670,75815
10279,ZDOM,CKD,VEH,2024-04,JF35,AP,INR,CH01,10279,5,510101,378875,75775
12953,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,12953,28,510101,2122820,75815
13099,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,13099,6,510101,445350,74225
12674,ZDOM,CKD,VEH,2024-04,JF35,BH,INR,CH01,A12674,3,510101,222225,74075
11433,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,CH01,11433,2,510101,150060,75030
10373,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10373,2,510101,149230,74615
10997,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,10997,1,510101,77690,77690
12991,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12991,6,510101,447690,74615
10448,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10448,6,510101,444450,74075
12477,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,12477,16,510101,1168400,73025
10115,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,10115,2,510101,155380,77690
10422,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10422,6,510101,447690,74615
12714,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,PT01,12714,2,510101,150340,75170
10835,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10835,3,510101,223845,74615
13266,ZDOM,CKD,VEH,2024-04,JF35,HR,INR,PT01,13266,2,510101,153180,76590
13146,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13146,6,510101,444450,74075
10720,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10720,7,510101,522305,74615
11638,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,11638,4,510101,300120,75030
10031,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,10031,14,510101,1070230,76445
13113,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,A13113,4,510101,296300,74075
13412,ZDOM,CKD,VEH,2024-04,JF35,JH,INR,PT01,13412,2,510101,148150,74075
10679,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10679,4,510101,296300,74075
10654,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10654,1,510101,74615,74615
13004,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,13004,2,510101,146050,73025
11261,ZDOM,CKD,VEH,2024-04,JF35,TG,INR,CH01,11261,8,510101,606200,75775
10281,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10281,2,510101,148150,74075
13250,ZDOM,CKD,VEH,2024-04,JF35,AP,INR,CH01,13250,2,510101,151550,75775
12782,ZDOM,CKD,VEH,2024-04,JF35,AS,INR,PT01,12782,20,510101,1511500,75575
11911,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,11911,11,510101,816475,74225
11336,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,11336,14,510101,1044610,74615
13029,ZDOM,CKD,VEH,2024-04,JF35,AS,INR,PT01,13029,4,510101,302300,75575
12938,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,12938,7,510101,535115,76445
10501,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,A10501,2,510101,148150,74075
11480,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,11480,9,510101,668025,74225
12804,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,12804,2,510101,150060,75030
13166,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,A13166,2,510101,148150,74075
10834,ZDOM,CKD,VEH,2024-04,JF35,TG,INR,CH01,A11463,4,510101,303100,75775
10653,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,CH01,10653,3,510101,223845,74615
10163,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10163,4,510101,296300,74075
13568,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,PT01,13568,2,510101,150340,75170
10319,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10319,4,510101,296300,74075
11469,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11469,2,510101,148150,74075
11452,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11452,2,510101,148150,74075
11920,ZDOM,CKD,VEH,2024-04,JF35,GJ,INR,PT01,11920,3,510101,225090,75030
13166,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13166,2,510101,148150,74075
10726,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10726,4,510101,296300,74075
11296,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,PT01,11296,2,510101,150340,75170
12936,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12936,2,510101,149230,74615
12575,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,PT01,12575,1,510101,75170,75170
11432,ZDOM,CKD,VEH,2024-04,JF35,RJ,INR,PT01,11432,6,510101,451020,75170
10374,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10374,2,510101,149230,74615
13254,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13254,2,510101,148150,74075
10309,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10309,12,510101,895380,74615
10348,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,10348,2,510101,145750,72875
11500,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,11500,6,510101,447690,74615
12453,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,12453,4,510101,310760,77690
12926,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12926,6,510101,447690,74615
12093,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12093,2,510101,149230,74615
13515,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,A13515,15,510101,1095375,73025
11470,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11470,4,510101,296300,74075
10001,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,10001,3,510101,222675,74225
12905,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,12905,4,510101,298460,74615
13197,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,A13197,8,510101,584200,73025
10403,ZDOM,CKD,VEH,2024-04,JF35,TG,INR,CH01,10403,2,510101,151550,75775
10653,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,10653,8,510101,596920,74615
13178,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13178,2,510101,148150,74075
12711,ZDOM,CKD,VEH,2024-04,JF35,OR,INR,PT01,12711,2,510101,151160,75580
12525,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,12525,2,510101,148150,74075
12734,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,12734,16,510101,1213040,75815
13004,ZDOM,CKD,VEH,2024-04,JF35,MAH,INR,CH01,A13004,17,510101,1241425,73025
12020,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,12020,2,510101,155380,77690
11959,ZDOM,CKD,VEH,2024-04,JF35,MP,INR,PT01,A11959,2,510101,149230,74615
11437,ZDOM,CKD,VEH,2024-04,JF35,KAR,INR,CH01,11437,1,510101,76445,76445
11522,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,11522,3,510101,222225,74075
13433,ZDOM,CKD,VEH,2024-04,JF35,UP,INR,PT01,13433,2,510101,148150,74075
12726,ZDOM,CKD,VEH,2024-04,JF35,TN,INR,CH01,12726,4,510101,310760,77690
13207,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,13207,8,510101,606520,75815
10401,ZDOM,CKD,VEH,2024-04,JF35,CH,INR,CH01,10401,19,510101,1440485,75815
